"Catalog.","Old.","Order","Family","Genus","Updated.Genus","Species","Country","State","County","Date","Year","Locality","Collector","Remarks"
7300,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Benton","05/19/2002",2002,"CR SE991, 0.8 mi N Jct. Rt. WW","R. Daniel","DOR male
SVL= 16.7 cm
TL= 21.6 cm"
7380,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Christian","09/21/2002",2002,"Busiek Cons. Area, entrance rd.","R. Daniel
B. Edmond","DOR female
SVL= 11.8 cm
TL= 14.7 cm"
7411,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Douglas ","11/08/2002",2002,"MO 76 at Brushy Knob
SW S4 26N 14W
 ","R. Daniel","AOR female
SVL= 17.8 cm
TL= 22.2 cm"
7491,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Macon","05/31/2003",2003,"Atlanta Cons. Area REAM Proj. Array1 Arm1B
N39o 53’ W92o 29’","Scott Altnether","male
SVL= 18.5 cm
TL= 24.6 cm"
7596,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Wright","10/18/2003",2003,"Abram Rd, 1.1mi N Jt. Rt. F; NWNW S7 30N 15W N37o 20’00” W92o 38’08”","B. Edmond","DOR"
7615,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Texas","11/01/2003",2003,"Rt. M, 0.45mi W Rt. AE
NWNW S18 31N 11W","B. Edmond","AOR"
7674,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Randolph","05/27/2004",2004,"Rudolf Bennitt Cons. Area
CR 2910,  mi. N Jct CR 2920","R. Daniel","DOR female?
SVL= 13.0 cm
TL= 16.6 cm"
7838,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Callaway","05/23/2005",2005,"Auxvasse Glade
N 38o 46.10’ W91o 49.87’","R. Daniel
J. Briggler
J. George","male
SVL= 13.2 cm
TL= 17.5 cm"
7963,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Ralls","06/10/2005",2005,"Rt. F, 3.75mi S Jct MO 19","E. East","DOR
N 39o 28.933’
W 91o 27.599’"
7971,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Miller","05/20/2006",2006,"Saline Valley Cons. Area
S15 41N 14W","J. Briggler
R. Daniel
B. Edmond, A. Edwards","SVL= 15.3 cm
TL= 17.9 cm"
7973,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Howard","04/14/2006",2006,"CR 117, 1.65mi E Jct. Rt. Y
N 39o 11.85’ W 92o 27.57’","R. Daniel","DOR female
SVL= 22.9 cm
TL= 27.4 cm"
7976,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Gasconade","10/01/2006",2006,"Rt. A
N 38o 15.29’ W 91o 33.65’","R. Daniel","AOR
SVL= 9.6 cm
TL= 12.0 cm"
8012,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Barry","05/12/2007",2007,"FR 197 (Sugar Camp Dr) N36o 32.3’ W93o 48.0’","R. Daniel
B. Edmond","AOR female
SVL=19.1 cm
TL= 24.9 cm"
8388,"UMC 199S","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Greene",NA,1969,"Springfield","R. Powell","5/1969"
8389,"MEC 134","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","07/07/1978",1978,"Ashland Wildlife Area, MEC site 11","M. Clawson","female
2.0 g
SVL= 16.4 cm"
8390,"MEC 331","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","06/02/1978",1978,"Ashland Wildlife Area, MEC site 09","M. Clawson","female
1.7 g
SVL= 15.0 cm"
8391,"MEC 207","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","06/02/1978",1978,"Ashland Wildlife Area, MEC site 08","M. Clawson","female
7.5 g
SVL= 20.3 cm"
8392,"MEC 281","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","08/17/1978",1978,"Ashland Wildlife Area, MEC site 06","M. Clawson","female
4.1 g
SVL= 20.8 cm"
8393,"MEC 297","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","07/14/1978",1978,"Ashland Wildlife Area, MEC site 01-A","M. Clawson","female
2.0 g
SVL= 15.7 cm"
8394,"MEC 507","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","08/10/1978",1978,"Ashland Wildlife Area, MEC site 08","M. Clawson","male
2.3 g
SVL= 16.3 cm"
8395,"MEC 343","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","07/14/1978",1978,"Ashland Wildlife Area, MEC site 09","M. Clawson","female
2.4 g
SVL= 16.4 cm"
8396,"MEC 383","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","05/25/1978",1978,"Ashland Wildlife Area, MEC site 09","M. Clawson","male
3.2 g
SVL= 17.1 cm"
8397,"MEC 492","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","06/16/1978",1978,"Ashland Wildlife Area, MEC site 09","M. Clawson","male
1.2 g
SVL= 13.3 cm"
8398,"MEC 387","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","05/25/1978",1978,"Ashland Wildlife Area, MEC site 09","M. Clawson","male
3.2 g
SVL= 18.3 cm"
8399,"MEC 96","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","09/21/1978",1978,"Ashland Wildlife Area, MEC site 09","M. Clawson","female
3.8 g
SVL= 20.9 cm"
8400,"MEC 319","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","06/09/1978",1978,"Ashland Wildlife Area, MEC site 09","M. Clawson","female
8.0 g
SVL= 21.8 cm"
8401,"MEC 307","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","06/09/1978",1978,"Ashland Wildlife Area, MEC site 10","M. Clawson","female
8.9 g
SVL= 21.9 cm"
8402,"MEC 142","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","08/04/1978",1978,"Ashland Wildlife Area, MEC site 07","M. Clawson","female
9.3 g
SVL= 23.1 cm"
8403,"MEC 92","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","08/31/1978",1978,"Ashland Wildlife Area, MEC site 08","M. Clawson","female
2.0 g
SVL= 15.4 cm"
8404,"MEC 28","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","10/05/1978",1978,"Ashland Wildlife Area, MEC site 12","M. Clawson","female
2.7 g
SVL= 17.2 cm"
8405,"MEC 287","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","08/24/1978",1978,"Ashland Wildlife Area, MEC site 07","M. Clawson","female
4.2 g
SVL= 21.0 cm"
8406,"MEC 326","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","06/02/1978",1978,"Ashland Wildlife Area, MEC site 09","M. Clawson","male
1.7 g
SVL= 13.1 cm"
8407,"MEC 111","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","10/05/1978",1978,"Ashland Wildlife Area, MEC site 11","M. Clawson","male
3.8 g
SVL= 17.5 cm"
8408,"MEC 199","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","06/16/1978",1978,"Ashland Wildlife Area, MEC site 03","M. Clawson","female
2.5 g
SVL= 16.4 cm"
8409,"MEC 374","Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Boone","08/31/1978",1978,"Ashland Wildlife Area, MEC site 09","M. Clawson","female
2.9 g
SVL= 18.1 cm"
8594,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Warren","09/08/2009",2009,"Powerline Rd., 0.7 mi. W Jct. Rt. A
38o 54.2018’N
91o 13.5678W","R. Daniel","AOR male
SVL= 18.3 cm
TL= 24.8 cm"
8730,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata","USA","MO","Greene","08/16/2009",2009,"FR 30, 0.5 rd mi E FR 75 (N37 23.0727' W93 28.5179')","B. Edmond
M. Bowe","DOR"
6298,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata ","USA","MO","Boone","10/31/1997",1997,"Rt. N, mi S jct. MO163","R. Daniel","DOR female
SVL=21.8 cm
TL=27.9 cm"
2122,NA,"Squamata:  Serpentes","Colubridae","Storeria",NA,"occipitomaculata occipitomaculata","USA","MO","Phelps","10/02/1993",1993,"Mark Twain Nat. For. 3/4miS & 1mi E Jct Rt.P & Army RR","R. Daniel","died 4/94"
7267,NA,"Squamata:  Serpentes","Colubridae","Storeria ",NA,"dekayi","USA","MO","Miller","04/16/2002",2002,"Rt. M, 4.05 mi E Jct. US 54","R. Daniel","DOR 
SVL= 27.6 cm
TL= 33.9 cm"
7867,NA,"Squamata:  Serpentes","Colubridae","Storeria ",NA,"dekayi","USA","MO","Livingston","10/14/2005",2005,"Rt. A X CR 516
SWSWNW S36 59N 25W
N 39o 53.02’ W93o 39.49’","R. Daniel","AOR male
SVL= 14.1 cm
TL= 18.6 cm"
7871,NA,"Squamata:  Serpentes","Colubridae","Storeria ",NA,"dekayi","USA","MO","Sullivan ","11/03/2005",2005,"Rt. H, 3.25mi E Jct. MO 129 NENE S23 62N 18W
N 40o 09.86’ W92o 52.52’","R. Daniel","DOR male
SVL= 16.3 cm
TL= 20.2 cm"
4427,"341S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"atriceps","USA","TX","Kenedy/Kleburg","03/31/1968",1968,"US 77 at Co line","Ward, Aldridge, & Maltz",NA
4618,"509S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"atriceps","USA","TX","Reeves","03/27/1978",1978,"Balmorlea Lake","B. Miller
M. Donovan",NA
4155,"58S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"coronata","USA","NC","Wayne","04/16/1972",1972,"8.0 mi. S of Goldston","J. Ward",NA
4154,"57S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Pulaski","04/15/1967",1967,"2.0 mi. NW of Jerome","Herp. Class",NA
4174,"79S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Pulaski","04/15/1967",1967,"2.0 mi. NW of Jerome","Herp. Class",NA
4175,"80S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Pulaski","04/15/1967",1967,"2.0 mi. NW of Jerome","Herp. Class",NA
4176,"81S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Pulaski","04/15/1967",1967,"2.0 mi. NW of Jerome","Herp. Class",NA
4177,"82S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Pulaski","04/15/1967",1967,"2.0 mi. NW of Jerome","Herp. Class",NA
4178,"83S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Pulaski","04/15/1967",1967,"2.0 mi. NW of Jerome","Herp. Class",NA
4179,"84S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Pulaski","04/15/1967",1967,"2.0 mi. NW of Jerome","Herp. Class",NA
4180,"85S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Pulaski","04/15/1967",1967,"2.0 mi. NW of Jerome","Herp. Class",NA
4181,"86S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Pulaski","04/15/1967",1967,"2.0 mi. NW of Jerome","Herp. Class",NA
4182,"89S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Pulaski","04/15/1967",1967,"2.0 mi. NW of Jerome","Herp. Class",NA
4183,"90S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Shannon","04/02/1966",1966,"Near Ink",NA,NA
4184,"91S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Shannon","04/02/1966",1966,"Near Ink",NA,NA
4185,"92S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Shannon","04/02/1966",1966,"Near Ink",NA,NA
4186,"93S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","TX","Kendall","04/03/1969",1969,"2.0 mi. E of Boerne",NA,NA
4187,"94S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","TX","Kendall","04/03/1969",1969,"2.0 mi. E of Boerne",NA,NA
4188,"95S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","TX","Real","04/02/1969",1969,"5.0 mi. E of Camp Wood",NA,NA
4189,"96S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","TX","Real","04/02/1969",1969,"5.0 mi. E of Camp Wood",NA,NA
4190,"97S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Taney","05/08/1971",1971,"3.0 mi. W of Branson","Herp. Class",NA
4191,"98S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Taney","05/08/1971",1971,"3.0 mi. W of Branson","Herp. Class",NA
4192,"99S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","TX","Bandera","04/05/1968",1968,"Tx 16; 8.0 mi. N of Jct. Hwy. 2107","Ward, Maltz, & Aldridge",NA
4193,"100S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","TX","Bandera","04/05/1968",1968,"Tx 16; 8.0 mi. N of Jct. Hwy. 2107","Ward, Maltz, & Aldridge",NA
4194,"101S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","TX","Uvalde","04/02/1969",1969,"Tx 55; 8.0 mi. N of Uvalde",NA,NA
4195,"102S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Taney","04/21/1973",1973,NA,"Herp. Class",NA
4196,"103S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","AR","Stone","04/03/1968",1968,"2.0 mi. S of Calico Rock",NA,NA
4197,"104S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Taney","04/25/1975",1975,NA,"Herp. Class",NA
4198,"105S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Camden","06/08/1966",1966,"~4.0 mi. SW of Camdenton",NA,NA
4199,"106S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Stone","05/04/1969",1969,"Rte. DD SW of Reed Springs","Herp. Class",NA
4423,"337S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","TX","Kendall","04/03/1969",1969,"2.0 mi. E of Boerne",NA,NA
4619,"510S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","AR","Hot Springs","03/30/1978",1978,"Hwy. 7 by Hot Springs","B. Miller
M. Donovan",NA
4645,"539S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4646,"540S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4647,"541S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4648,"542S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4649,"543S ","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4650,"544S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4651,"545S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4652,"546S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4653,"547S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4654,"548S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4655,"549S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4656,"550S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4657,"551S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4658,"552S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4659,"553S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4660,"554S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4661,"555S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","St. Clair",NA,1981,"~ 4.0 mi. E of Osceola on Hwy. 82","B.Miller, K. Roberson, & D. Metter","June 1981"
4862,"773S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Montgomery","09/30/1992",1992,"~0.5 mi. S of Danville Cmpgrd Wldlfe Area, 2.0 mi. SSW on a small glade near road","B. Edmond, & K. Edmond",NA
5246,"48S dupl","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","TX","Bandera","04/05/1968",1968,"Hwy 16; 8.0 mi N Jct Hwy 2107","Ward, Aldridge & Maltz","on bluffs"
6598,NA,"Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Osage","04/23/1999",1999,"Painted Rock Cons. Area","R. Daniel
James Abshier
Herp Class","female
SVL=12.9cm
TL=17.1cm"
7074,NA,"Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Maries","10/01/2000",2000,"Spring Creek Gap Cons. Area
S3 39N 8W","R. Daniel","under rock
SVL= 7.8 cm
TL= 9.9 cm"
7553,NA,"Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Dent","06/11/2003",2003,"Indian Trail Cons. Area
SW S28 35N 4W","J. Briggler
Kim Van Patten","coll. on dolomite glade"
8589,"UMC 88S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Pulaski","04/15/1967",1967,"2 mi. NW Jerome","Herp. Class",NA
8965,NA,"Squamata:  Serpentes","Colubridae","Tantilla",NA,"gracilis","USA","MO","Ozark","05/06/2017",2017,"CR 514, 2.29 (air)km WSW Mammoth
N36o 31.8664’
W92o 25.5251’","R. Daniel
B. Edmond","male under rock on glade
SVL= 13.9 cm
TL= 18.7 cm"
8013,NA,"Squamata:  Serpentes","Colubridae","Tantilla",NA,"grcilis","USA","MO","Madison","03/24/2007",2007,"Mark Twain NF; FR 2124, Little Grass Mtn. glade
N37o 27.69’ W90o 24.18’","R. Daniel
B. Edmond, M. Bowe, B. Glorioso, J. Edmond, A. Edmond","SVL= 8.4 cm
TL= 10.6 cm"
4425,"339S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"hobartsmithi","USA","TX","Kendall","04/03/1969",1969,"2.0 mi. E of Boerne",NA,NA
4430,"344S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"hobartsmithi","USA","TX","Bandera","04/05/1968",1968,"8.0 mi. N of Jct of Hwy. 2109 & 16 on bluff along 16","Ward, Maltz, & Aldridge",NA
4424,"338S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"nigriceps","USA","TX","Kendall","04/03/1969",1969,"2.0 mi. E of Boerne",NA,NA
4426,"340S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"nigriceps","USA","TX","Uvalde","04/02/1969",1969,"8.0 mi. N of Uvalde on Hwy. 55",NA,NA
4428,"342S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"nigriceps","USA","TX","Real","04/02/1969",1969,"5.0 mi. E of Camp Wood",NA,NA
4429,"343S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"nigriceps","USA","TX","Webb","04/03/1968",1968,"8.0 mi. N of Three Pts. ","Ward, & Aldridge",NA
4558,"474S","Squamata:  Serpentes","Colubridae","Tantilla",NA,"planiceps","USA","AZ","Gila","07/23/1977",1977,"Pumkin Ctr","B. Warner & A. Zvirgzdins",NA
8588,"UMC 87S","Squamata:  Serpentes","Colubridae","Tantilla ",NA,"gracilis","USA","MO","Pulaski","04/15/1967",1967,"2 mi. NW Jerome","Herp. Class",NA
4393,"307S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"crytopsis","USA","TX","Bandera","04/05/1968",1968,"8.0 mi. N of Jct. Hwy. 2107 on 16 on bluff","Ward, Aldridge, & Maltz",NA
4399,"313S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"elegans","USA","WA","Kittitas","07/06/1967",1967,"4.0 mi. S of Elensburg","D. Metter",NA
4400,"314S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"elegans","USA","WA","Kittitas","07/06/1967",1967,"4.0 mi. S of Elensburg","D. Metter",NA
4401,"315S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"elegans","USA","WA","Kittitas","08/11/1967",1967,"7.0 mi. N of Ellensburg; Green Canyon","J. Holmquist",NA
4402,"316S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"elegans","USA","WA","Kittitas","08/10/1967",1967,"Robinson Canyon; 5.0 mi. SW of Ellensburg","D & K Metter",NA
4403,"317S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"elegans","USA","ID","Latah",NA,1964,NA,"Herp. Class","May 1964"
4396,"310S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"marcianus","USA","TX","Kleburg","03/30/1968",1968,"S end of Woodburrow city limits","Ward, Aldridge, & Maltz",NA
4397,"311S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"marcianus","USA","TX","Starr","03/31/1968",1968,"Hwy. 755 between Hwy. 490 & Rio Grande City","Ward, Aldridge, & Maltz",NA
4677,"571S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"marcianus","USA","TX","Jeff Davis","06/26/1966",1966,"Madera Canyon","Holt",NA
4398,"312S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"ordinoides","USA","OR","Multnomah","06/17/1967",1967,"McCord Creek","D. Metter",NA
4388,"302S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","MO","Maries","04/15/1967",1967,"5.0 mi. N of Dixon","Herp. Class","Pres. 4-15-67"
4389,"303S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","MO","Stoddard","04/13/1967",1967,"Near Puxico",NA,NA
4390,"304S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","MO","Pulaski","05/01/1971",1971,"Near Hwy. 28 & US66","Herp. Class",NA
4391,"305S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","TX","Starr","03/31/1968",1968,"Hwy. 755 between Hwy. 490 & Rio Grande City","Ward, Aldridge, & Maltz",NA
4392,"306S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","MO","Boone","06/20/1958",1958,"Ashland","JWC",NA
4412,"326S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","TX","Bandera","04/05/1968",1968,"8.0 mi. N of Jct. Hwy. 2107 & 16 on bluff along 16","Ward, Aldridge, & Maltz",NA
4413,"327S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","TX","Zapata","04/01/1968",1968,"20.0 mi. S of Laredo on Hwy. 83","Ward, Aldridge, & Maltz",NA
4414,"328S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","MO","Camden","07/01/1967",1967,"2.0 mi. S of Hwy. 7","C & D Metter","In wormsnake area"
4415,"329S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","MO","Pulaski","04/23/1966",1966,"no data","Herp. Class",NA
4417,"331S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","MO","Boone","06/20/1958",1958,"Ashland","JWC",NA
4418,"332S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","MO","Camden","07/01/1967",1967,"2.0 mi. N of Hwy. 7","C. & D. Metter","In wormsnake area"
4419,"333S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","MO","Franklin","06/22/1958",1958,"Rosebud","A. Buehler",NA
4420,"334S","Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","ND","Ridder","05/25/1971",1971,NA,"S. Allen",NA
5240,NA,"Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","MO","Maries","08/15/1994",1994,"Clifty Creek, Nr. Clifty Creek Natural Area, along stream edge","R. Daniel, B. Edmond, D. Metter"," just captured an R. clamitans, pres 1/5/95"
6199,NA,"Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","MO","Osage","03/21/1997",1997,"Painted Rock Cons. Area, NW pond","R. Daniel","in shallow water at edge of pond
TL=38.3cm
SVL=27.7cm"
6293,NA,"Squamata:  Serpentes","Colubridae","Thamnophis",NA,"proximus","USA","MO","Shelby","09/28/1997",1997,"gravel rd., 1.6 airmi W of Walkersville","Janet Ratliff","SVL=20.9 cm
TL=29.0 cm"
