"Scientific Name","Common Name","Where Listed","Region  ","ESA Listing Status  ","Group"
"Ara militaris","Military macaw","Wherever found","Foreign","Endangered","Birds"
"Cacatua haematuropygia","Philippine cockatoo","Wherever found","Foreign","Endangered","Birds"
"Ara macao ssp. cyanopterus","Scarlet macaw","Wherever found","Foreign","Endangered","Birds"
"Cacatua alba","White cockatoo","Wherever found","Foreign","Threatened","Birds"
"Amazona collaria","Yellow-billed parrot","Wherever found","Foreign","Threatened","Birds"
"Cacatua sulphurea","Yellow-crested cockatoo","Wherever found","Foreign","Endangered","Birds"
"Rangifer tarandus ssp. groenlandicus x pearyi","Dolphin and Union caribou","Wherever found","Foreign","Endangered","Mammals"
"Poecilotheria fasciata","Sri Lankan Ornamental Tarantula","Wherever found","Foreign","Endangered","Arachnids"
"Poecilotheria ornata","Fringed Ornamental Tarantula","Wherever found","Foreign","Endangered","Arachnids"
"Poecilotheria vittata","Pederseni''s Tiger Spider","Wherever found","Foreign","Endangered","Arachnids"
"Poecilotheria smithi","Kandy Parachute Spider","Wherever found","Foreign","Endangered","Arachnids"
"Poecilotheria subfusca","Ivory Ornamental Tarantula","Wherever found","Foreign","Endangered","Arachnids"
"Panthera leo ssp. leo","Lion","Wherever found","Foreign","Endangered","Mammals"
"Acipenser dabryanus","Yangtze Sturgeon","Wherever found","Foreign","Endangered","Fishes"
"Caretta caretta","Loggerhead sea turtle","Mediterranean Sea DPS","Foreign","Endangered","Reptiles"
"Caretta caretta","Loggerhead sea turtle","North Indian Ocean DPS","Foreign","Endangered","Reptiles"
"Caretta caretta","Loggerhead sea turtle","Northeast Atlantic Ocean DPS","Foreign","Endangered","Reptiles"
"Caretta caretta","Loggerhead sea turtle","South Atlantic Ocean DPS","Foreign","Threatened","Reptiles"
"Caretta caretta","Loggerhead sea turtle","South Pacific Ocean DPS","Foreign","Endangered","Reptiles"
"Caretta caretta","Loggerhead sea turtle","Southeast Indo-Pacific Ocean DPS","Foreign","Threatened","Reptiles"
"Caretta caretta","Loggerhead sea turtle","Southwest Indian Ocean DPS","Foreign","Threatened","Reptiles"
"Vicugna vicugna","Vicuna","Entire, except Ecuador","Foreign","Threatened","Mammals"
"Caiman latirostris","Broad-snouted caiman","Argentina DPS","Foreign","Threatened","Reptiles"
"Caiman latirostris","Broad-snouted caiman","Bolivia, Brazil, Paraguay, and Uruguay","Foreign","Endangered","Reptiles"
"Panthera leo ssp. melanochaita","Lion","Wherever found","Foreign","Threatened","Mammals"
"Ceratotherium simum ssp. simum","Southern white rhinoceros","Wherever found","Foreign","Similarity of Appearance (Threatened)","Mammals"
"Testudo kleinmanni","Egyptian Tortoise","Wherever found","Foreign","Threatened","Reptiles"
"Chelonia mydas","Green sea turtle","East Indian-West Pacific DPS","Foreign","Threatened","Reptiles"
"Chelonia mydas","Green sea turtle","Mediterranean DPS","Foreign","Endangered","Reptiles"
"Chelonia mydas","Green sea turtle","North Indian DPS","Foreign","Threatened","Reptiles"
"Chelonia mydas","Green sea turtle","Southwest Indian DPS","Foreign","Threatened","Reptiles"
"Chelonia mydas","Green sea turtle","Southwest Pacific DPS","Foreign","Threatened","Reptiles"
"Ara macao ssp. macao","Scarlet macaw","Northern DPS","Foreign","Threatened","Birds"
"Ara macao ssp. macao","Scarlet macaw","","Foreign","Similarity of Appearance (Threatened)","Birds"
"Pauxi koepckeae","Sira curassow","","Foreign","Endangered","Birds"
"Equus zebra ssp. zebra","Cape Mountain zebra","","Foreign","Endangered","Mammals"
"Capra falconeri megaceros","straight-horned markhor","","Foreign","Endangered","Mammals"
"Capra falconeri megaceros","straight-horned markhor","Wherever Found","Foreign","Endangered","Mammals"
